the oldest date in database is :  2016-05-03 05:19:14
726108085656391680 2016-04-29 23:27:12 +0530 <Aliboski> I rated Miles Ahead (2015) 10/10  #IMDb  https://t.co/0Uym9XqGrM
726105114746966016 2016-04-29 23:15:24 +0530 <RichDeeWilliams> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/SUaeqyLG5d
726104571832066048 2016-04-29 23:13:14 +0530 <Maram_fahad91> I rated #NoStringsAttached (2011) 7/10  #IMDb #movie   https://t.co/V7Ewfvc7H8
726104355284340736 2016-04-29 23:12:23 +0530 <Maram_fahad91> I rated #GetSmart (2008) 6/10  #IMDb #Movie   https://t.co/5lIV52x8Kv
726102382699012096 2016-04-29 23:04:33 +0530 <tastyparmo> I rated Toy Story 3D (1995) 8/10  #IMDb  https://t.co/t8g5lG8WKZ Still brilliant and so are the sequels  https://t.co/Ca5RUzb0Dl
726101745722626049 2016-04-29 23:02:01 +0530 <drmunaalshaikh> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/vdsFSxdKpf
726100620784988160 2016-04-29 22:57:32 +0530 <nawienrgrth> I rated Joy (2015) 7/10  #IMDb  https://t.co/gJozOs6WVy
726098692332240896 2016-04-29 22:49:53 +0530 <absence_ofmind> I rated Чужие против Хищника: Реквием (2007) 3/10  #IMDb  https://t.co/mlMnnpGx2I
726093147261001729 2016-04-29 22:27:51 +0530 <bigeamo> I rated Triple 9 (2016) 6/10  #IMDb Overlong and probably over reaches.  https://t.co/m3Ekg5z3ir
726092850400735233 2016-04-29 22:26:40 +0530 <Andrew_Clarke91> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/bF0cXrKwH5
726090855950372864 2016-04-29 22:18:44 +0530 <eugenewsp> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/6TWh1lcLP0
726089736297795584 2016-04-29 22:14:17 +0530 <Flipperooney> I rated The Assassination of Jesse James by the Coward Robert Ford (2007) 5/10  #IMDb  https://t.co/I4RV5QH7SM
726086748984512512 2016-04-29 22:02:25 +0530 <Moolan_> I rated Precious Cargo (2016) 7/10  #IMDb  https://t.co/KNeltHT61Y
726086562618966017 2016-04-29 22:01:41 +0530 <_Afinso_> I rated Thunderball (1965) 🌟🌟🌟🌟🌟🌟🌟 (7/10) #IMDb #007 #Cinema  https://t.co/W3381teOzi
726085318735089664 2016-04-29 21:56:44 +0530 <Pawarit_Jira> I rated Room (2015) 8/10  #IMDb  https://t.co/lskypZbJyQ
726079040692559872 2016-04-29 21:31:47 +0530 <HaniAlawadhi> I rated My Big Fat Greek Wedding 2 (2016) 6/10  #IMDb  https://t.co/wkEI6GEro2
726075506320367616 2016-04-29 21:17:45 +0530 <3enGem> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/pFwGmfCtxY
726074643463999488 2016-04-29 21:14:19 +0530 <essa9e> I rated Green Room (2015) 7/10  #IMDb - اثارة و رعب دموي يحبس انفاسك مع سير الاحداث، كان ممكن يكون أفضل مع انه رائع.  https://t.co/fChhSvU82q
726074081964122112 2016-04-29 21:12:05 +0530 <absence_ofmind> I rated Чужой против Хищника (2004) 5/10  #IMDb  https://t.co/Ee9NeaM6Fc
726072838763872256 2016-04-29 21:07:09 +0530 <drwarwicksmith> I rated In the Heart of the Sea (2015) 7/10  #IMDb - good seafaring survival tale and solid acting.  https://t.co/YxPdBP86aq
726070211015749632 2016-04-29 20:56:42 +0530 <thurston1977> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/UJSG6AHwYP
726069357835620352 2016-04-29 20:53:19 +0530 <Ali4Gunners> I rated Focus (2015) 7/10  #IMDb  https://t.co/GpizauJzYo
726069002926231552 2016-04-29 20:51:54 +0530 <Eng_Burezq> I rated In the Heart of the Sea (2015) 7/10  #IMDb  https://t.co/MP7ICBEteU
726068440201584641 2016-04-29 20:49:40 +0530 <iBader0> I rated Criminal (2016) 7/10  #IMDb  https://t.co/ApppObbQjM
726068332592533504 2016-04-29 20:49:14 +0530 <patrick2bateman> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/A6UTTSE3HT
726066748978507776 2016-04-29 20:42:57 +0530 <q_zyad> I rated The Silence of the Lambs (1991) 7/10  #IMDb  It's not as I expected but it's good.  https://t.co/UTvryVO2kS
726066743085551617 2016-04-29 20:42:55 +0530 <3zBrjs> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/axLuLYySu1
726065960071880704 2016-04-29 20:39:49 +0530 <aldakhiil> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/iVVZRkE3bj
726063149531582464 2016-04-29 20:28:39 +0530 <kieranlee1970> I rated Triple 9 (2016) 6/10  #IMDb  https://t.co/YvmaXjIpJO
726062926805626880 2016-04-29 20:27:46 +0530 <MickWounds> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/PW7wByKw3R
726061593264574465 2016-04-29 20:22:28 +0530 <JackShelbourn> Pretty much an extended episode, but great to revisit these characters! I rated Veronica Mars (2014) 7/10  #IMDb  https://t.co/0XRcyAGsGT
726060264353849344 2016-04-29 20:17:11 +0530 <AdzW90> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/CGxZtRBYNl
726057726971879425 2016-04-29 20:07:06 +0530 <Ale_Cloppet> I rated Iron Man Three (2013) 5/10  #IMDb  https://t.co/iAGyEUl2zv
726055208283951104 2016-04-29 19:57:05 +0530 <abdulIaah> I rated Person of Interest: Wingman (S4.E3) 9/10  #IMDb  https://t.co/sdjxDJYRcG
726052530468298752 2016-04-29 19:46:27 +0530 <doganemreilgar> I rated The Double Life of Veronique (1991) 5/10  #IMDb  https://t.co/0kq31vLd5v
726048283370610688 2016-04-29 19:29:34 +0530 <acordon> I rated La gran apuesta (2015) 6/10  #IMDb - meh...  https://t.co/Ac6JCcXlaB
726047841618149376 2016-04-29 19:27:49 +0530 <WabWad1990> I rated Eye in the Sky (2015) 7/10  #IMDb  https://t.co/cV5KZsGTZA
726046242019631105 2016-04-29 19:21:28 +0530 <absence_ofmind> I rated Хищники (2010) 7/10  #IMDb  https://t.co/1wzXbBFzoU
726045201182167041 2016-04-29 19:17:19 +0530 <prezrivko> I rated Boss (2011–2012) 8/10  #IMDb  https://t.co/EkMspJuRBv
726044613019099136 2016-04-29 19:14:59 +0530 <Daviec83> I rated Thor 2: The Dark World (2013) 7/10  #IMDb  https://t.co/OnEjmQ3vBL
726043916546543618 2016-04-29 19:12:13 +0530 <dribrahimsulami> I rated The Hunt (2012) 9/10  #IMDb وضع لا يحسد عليه !، كيف ستتصرف لو كنت مثله ؟، أنا لا أعلم حقيقة .  https://t.co/kkgPhyZmFa
726042193236922368 2016-04-29 19:05:22 +0530 <janavarro_MD> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/DL5a9w4wDT
726041058975600641 2016-04-29 19:00:52 +0530 <Yoyo__Gamal> I rated The Martian (2015) 6/10  #IMDb  https://t.co/4JYNfVvrHw
726036151144951809 2016-04-29 18:41:22 +0530 <abdulIaah> I rated Person of Interest: Nautilus (S4.E2) 9/10  #IMDb  https://t.co/0j4aozOCGK
726034769746747392 2016-04-29 18:35:52 +0530 <FristianBale> I rated Green Room (2015) 7/10  #IMDb  https://t.co/v4oZ0R9y3r
726034461205389312 2016-04-29 18:34:39 +0530 <habbash79> I rated Zootopia (2016) 7/10  #IMDb#فيلم  https://t.co/Jo47ADP0D6
726032727041036289 2016-04-29 18:27:45 +0530 <The1stBAT> I rated Captain America: Civil War (2016) 10/10  #IMDb best yet #The1stBAT  https://t.co/6bDFmVGPnt
726030949767634944 2016-04-29 18:20:42 +0530 <oshestakov> I rated Да здравствует Цезарь! (2016) 7/10  #IMDb  https://t.co/KxZsmOtcoG
726027320813821952 2016-04-29 18:06:16 +0530 <pavlando> I rated Captain America: The Winter Soldier (2014) 7/10  #IMDb  https://t.co/YNldgY2xry
726026665407700992 2016-04-29 18:03:40 +0530 <iAbdullahACM> I rated Manhattan (1979) 7/10  #IMDb  https://t.co/rUhprou9eg
726023669181501440 2016-04-29 17:51:46 +0530 <AshGleeson> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/6hPNeShwbJ
726020131277684736 2016-04-29 17:37:42 +0530 <RickyTheGee> I rated Foxcatcher (2014) 6/10  #IMDb didn't work for me  https://t.co/U2N1C1WjC4
726019890558193664 2016-04-29 17:36:45 +0530 <iQusai_6> I rated Gravity (2013) 8.3/10  #IMDb  https://t.co/YRsysOIVpM
726015773802639360 2016-04-29 17:20:23 +0530 <absence_ofmind> I rated Хищник 2 (1990) 6/10  #IMDb  https://t.co/zyKWJq7MeM
726011711820554240 2016-04-29 17:04:15 +0530 <iAnas_LFC> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/hMwo2LVGnB
726007078645583872 2016-04-29 16:45:50 +0530 <TooN_10> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/Viib6a7tpk
726003308821942273 2016-04-29 16:30:51 +0530 <AHMEDAliEmam> I rated Angels &amp; Demons (2009) 9/10  #IMDb  https://t.co/7JoG4caMbP
726003047722274816 2016-04-29 16:29:49 +0530 <Gravity_Gunner> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/xH52dOBYqb
725999009094066178 2016-04-29 16:13:46 +0530 <TVjunkie63> I rated The 100: Join or Die (S3.E13) 1/10  #IMDb  https://t.co/PSIGFrQYar
725995144688877568 2016-04-29 15:58:25 +0530 <FerrariJuve> I rated The Jungle Book (2016) 7.5/10  #IMDb  https://t.co/xbe0zrhzfe
725991879565676544 2016-04-29 15:45:27 +0530 <AnsonChen> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/CAHlEyJFyA
725987483247382528 2016-04-29 15:27:58 +0530 <GiuseppeLentini> Touching. Realistic. Great #actors #filmdirector I rated Dheepan (2015) 8/10  #IMDb #cannes…  https://t.co/npAICUZtFL
725985290368745472 2016-04-29 15:19:16 +0530 <gonegirlyy> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/uYsvvWgIPm
725984749001564160 2016-04-29 15:17:06 +0530 <yrfavchan> I rated Batman v Superman: Dawn of Justice (2016) 8.5/10  #IMDb  https://t.co/2Wyc7uehY0
725983332098576384 2016-04-29 15:11:29 +0530 <MBQ_Kuwait> I rated The Huntsman: Winter's War (2016) 8/10  #IMDb #TheHuntsmanWintersWar   https://t.co/OX9LQaHAyE
725978803458052096 2016-04-29 14:53:29 +0530 <yagian> A young American meets "Yanki" culture in Japan. &gt; I rated The Fast and the Furious: Tokyo Drift (2006) 7/10  #IMDb  https://t.co/uY9YMKzUEg
725978619168706560 2016-04-29 14:52:45 +0530 <aaqmal5> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/VkXvPhqil5
725976368190754816 2016-04-29 14:43:48 +0530 <BabaBalakishiev> I rated Kirpi (2009) 8/10  #IMDb  https://t.co/HR38b0dpvi
725973744217391104 2016-04-29 14:33:23 +0530 <tbechmannfrost> I rated House of Cards: Chapter 49 (S4.E10) 9/10  #IMDb  https://t.co/x2j9jYvkCq
725972233970143232 2016-04-29 14:27:23 +0530 <OHAttas> I rated Two Days, One Night (2014) 8/10  #IMDb #سينما   https://t.co/qhIEcqw6Nm
725970652050522112 2016-04-29 14:21:05 +0530 <chipsareready> I rated The 5th Wave (2016) 4/10  #IMDb  https://t.co/OqferAY7wW
725966838748745730 2016-04-29 14:05:56 +0530 <gurleengawrs> I rated Open Season 2 (2008) 4/10 #IMDb  https://t.co/MuxGhNQSA8
725963170007801857 2016-04-29 13:51:22 +0530 <gurleengawrs> I rated Open Season (2006) 7/10 #IMDb  https://t.co/j9bqNrdjHp
725960722690101249 2016-04-29 13:41:38 +0530 <dribrahimsulami> I rated Schindler's List (1993) 9/10  #IMDb اوسكار شيندلر، و اسحاق شتيرن. علاقة الاثنين اللي رفعت من تقييمي للفلم   https://t.co/D841P2AriR
725954222189993984 2016-04-29 13:15:48 +0530 <wraggy1986> I rated Deadpool (2016) 6/10  #IMDb worth a watch but overrated   https://t.co/1RnXzKcwgD
725951155549798400 2016-04-29 13:03:37 +0530 <_C_A_M_M_> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/u5J60T6p3Z
725950329649389568 2016-04-29 13:00:20 +0530 <GiuseppeLentini> Touching. Realistic. Great #actors I rated Dheepan (2015) 8/10  #IMDb #cannes #palmedor #jacquesaudiard #filmmaking   https://t.co/XxdWLIxcvb
725933927228018688 2016-04-29 11:55:10 +0530 <Thisishaolin> I rated Sicario (2015) 7/10  #IMDb  https://t.co/NjeFk3Tu1F
725913904476348416 2016-04-29 10:35:36 +0530 <SultanBing> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/g2G5LIl7E8
725912719166074881 2016-04-29 10:30:53 +0530 <Fariss_arg> I rated The Boy in the Striped Pyjamas (2008) 8/10  #IMDb   https://t.co/iYtriIqKES
725906689182986241 2016-04-29 10:06:56 +0530 <PRJ_Insurance> I rated The Path (2016– ) 8/10  #IMDb  https://t.co/YGsTbFhbEa
725906021604937729 2016-04-29 10:04:16 +0530 <jgregg42> I rated Sisters (2015) 6/10  #IMDb  https://t.co/m2fu9vBfwq
725895965656272896 2016-04-29 09:24:19 +0530 <cFRESHlechner> I rated Green Room (2015) 7.5/10  #IMDb  https://t.co/0hZK5HCEbG
725892528269082624 2016-04-29 09:10:39 +0530 <_Draper20> I rated Hush (2016) 8/10  #IMDb  https://t.co/tPte2L3Ehf
725890303765413889 2016-04-29 09:01:49 +0530 <danielsdesousa> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/6hgGfJ1Uu5
725888845418385408 2016-04-29 08:56:01 +0530 <TDurbinMedia> I rated Rectify: Sown with Salt (S3.E3) 8/10  #IMDb  https://t.co/t2L5b330ln
725887059290894336 2016-04-29 08:48:55 +0530 <ucmakvolkan> I rated Limonata (2015) 8/10  #IMDb  https://t.co/9Oyqa00Uwg
725886025164292097 2016-04-29 08:44:49 +0530 <3MMAR_H10> I rated Triple 9 8/10 (2016) #imdb  https://t.co/CkT8hSkBCw
725885246181380096 2016-04-29 08:41:43 +0530 <Hammer2008> I rated Silicon Valley (2014– ) 9/10  #IMDb  https://t.co/5DGK3Dg1qX
725884664196546562 2016-04-29 08:39:24 +0530 <willfernandesl> I rated Capitão América: Guerra Civil (2016) 8/10  #IMDb  https://t.co/0tg2kIgfCa
725884009247588353 2016-04-29 08:36:48 +0530 <DUi7A> I rated The Hunt (2012) 7/10  #IMDb  https://t.co/A4xfUX54p2
725883429418622976 2016-04-29 08:34:30 +0530 <wezafabregas> I rated Loft (2008) 9/10  #IMDb  https://t.co/Zk6onWMVmW
725882508705931265 2016-04-29 08:30:50 +0530 <lahbitec> I rated Mission: Impossible - Rogue Nation (2015) 8/10  #IMDb  https://t.co/u3E6O0yanC
725879241800306688 2016-04-29 08:17:52 +0530 <ESTACIOJV> I rated Capitão América: Guerra Civil (2016) 8/10  #IMDb  https://t.co/DvPahZJsWI
725875032296136704 2016-04-29 08:01:08 +0530 <ditxon> I rated Get the Gringo (2012) 7/10  #IMDb  https://t.co/SoVJNZZWrK
725867761772158980 2016-04-29 07:32:15 +0530 <DJMMH> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/nInVUZOiuK
725865039979229184 2016-04-29 07:21:26 +0530 <Alyosha55> I rated Doctor Zhivago (1965) 10/10  #IMDb  https://t.co/qxHfwSas7K
725862380148805632 2016-04-29 07:10:51 +0530 <krazyklaus> I rated The Revenant (2015) 7/10  #IMDb. Shot only using natural light - truly beautiful but also savage and bleak   https://t.co/zAVGaHZmy3
725860216349319168 2016-04-29 07:02:16 +0530 <weareperth> I rated Captain America: Civil War (2016) 6/10  #IMDb Superhero overload  https://t.co/FO3vXOhNsl
725860036564664324 2016-04-29 07:01:33 +0530 <weareperth> I rated Captain America: The Winter Soldier (2014) 7/10  #IMDb  https://t.co/guc7FZJxI3
725859926531280896 2016-04-29 07:01:06 +0530 <weareperth> I rated Captain America: The First Avenger (2011) 5/10  #IMDb  https://t.co/PCVYmxgrXt
725857712681177088 2016-04-29 06:52:19 +0530 <3mrStark> I rated Vikings: The Last Ship (S4.E10) 10/10 #IMDb  https://t.co/fgOEoC8wfo
725856678688645121 2016-04-29 06:48:12 +0530 <Hanbalz> I rated Daddy's Home (2015) 7/10  #IMDb  https://t.co/xmtVjkFfEc
725853983835840512 2016-04-29 06:37:30 +0530 <MD_Ro10> I rated Room (2015) 9/10  #IMDb  https://t.co/jZXJFVnRpu
725849039468695552 2016-04-29 06:17:51 +0530 <RodTheBodICW> I rated The Revenant (2015) 9/10  #IMDb  https://t.co/1Am2tNRlKy
725848293528457217 2016-04-29 06:14:53 +0530 <KingBoshi_> I rated Hush (2016) 8/10  #IMDb  https://t.co/6Vvb55JS5A
725846731422875648 2016-04-29 06:08:41 +0530 <ShamiCPH> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/X8W0MtWoFc
725846193645965313 2016-04-29 06:06:32 +0530 <ashwaq___> I rated Deadpool (2016) 10/10  #IMDb #Deadpool رهيييييييب ارهب افلام السوبرهيروز والكوميديا ضحك طول الفلم 😂😂😂👍🏼  https://t.co/OayRhJekAV
725845318030479360 2016-04-29 06:03:04 +0530 <N_aseem> I rated Daredevil (2015– ) 9/10  #IMDb  https://t.co/Xlfk5dlvmx
725844647445184512 2016-04-29 06:00:24 +0530 <neozinho> I rated Capitão América: Guerra Civil (2016) 8/10  #IMDb  https://t.co/vGMyP6uhRJ
725843275341545472 2016-04-29 05:54:57 +0530 <AlfyAmr> I rated Nick and Norah's Infinite Playlist (2008) 7/10  #IMDb  https://t.co/VksnIkwLwH
725843055287373824 2016-04-29 05:54:04 +0530 <Fatimx_> I rated Deadpool (2016) 8/10  #IMDb اعلن انضمامي الى فانز وايد ويلسون 😂💜  https://t.co/7bKp5G7P54
725843003621953537 2016-04-29 05:53:52 +0530 <JigsawPolice> I rated Anomalisa (2015) 4/10  #IMDb بالصلاة عالنبي مفهمتش اي حاجه منه 😂😂  https://t.co/zBlw2dc8Qg
725840815147352064 2016-04-29 05:45:10 +0530 <Emmfive_> I rated The Revenant (2015) 9/10  #IMDb  أسطوره يا اليخاندرو 😍  https://t.co/uI7p6UNRS1
725840670322221056 2016-04-29 05:44:35 +0530 <yosuf_fcb> I rated Notorious (2009) 7/10  #IMDb  https://t.co/RKvdAcN96H
725838108504158208 2016-04-29 05:34:25 +0530 <TDurbinMedia> I rated Rectify: Thrill Ride (S3.E2) 7/10  #IMDb  https://t.co/WiH5XZxFv7
725837304980344832 2016-04-29 05:31:13 +0530 <Rcmoore76137> I rated The Forest (2016) 5/10  #IMDb The only terror is sitting through this movie.   https://t.co/wFrCAALHqn
725835711493058560 2016-04-29 05:24:53 +0530 <Dougski_D> I rated Seinfeld: The Tape (S3.E8) 9/10  #IMDb  https://t.co/hGOjuK81Ij
725835105428598785 2016-04-29 05:22:29 +0530 <TheJoelest> I rated Master of None (2015– ) 9/10  #IMDb  https://t.co/aDiJrzwUaA
725834967410823168 2016-04-29 05:21:56 +0530 <TheJoelest> I rated The Spoils of Babylon (2014) 7/10  #IMDb  https://t.co/AEVrrNSsWc
725834806555111424 2016-04-29 05:21:17 +0530 <TheJoelest> I rated My Week with Marilyn (2011) 6/10  #IMDb  https://t.co/GIoNf2Sa9Y
725834577181216768 2016-04-29 05:20:23 +0530 <TheJoelest> I rated Gravity (2013) 9/10  #IMDb  https://t.co/MKc2fqPB9W
725834507769643008 2016-04-29 05:20:06 +0530 <TheJoelest> I rated Her (2013) 8/10  #IMDb  https://t.co/dIFBOPLQmo
725834307462303744 2016-04-29 05:19:18 +0530 <TheJoelest> I rated Batman v Superman: Dawn of Justice (2016) 4/10  #IMDb  https://t.co/ZQXYh9zxft
725827333945434112 2016-04-29 04:51:36 +0530 <WaIed_Abdulaziz> I rated Deadpool (2016) 9/10  #IMDb   https://t.co/sW2cLeI23L
725827282074488832 2016-04-29 04:51:23 +0530 <x2urki> I rated Butch Cassidy and the Sundance Kid (1969) 9/10  #IMDb  https://t.co/tvDfTrYr8A
725825943957323776 2016-04-29 04:46:04 +0530 <abadinho__> I rated Deadpool (2016) 9/10  #IMDb #Deadpool  https://t.co/ffTK1hVMjP
725822134140817409 2016-04-29 04:30:56 +0530 <lurchjohn> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/8WdEfCnGll
725821848273870849 2016-04-29 04:29:48 +0530 <TDurbinMedia> I rated Rectify: Hoorah (S3.E1) 8/10  #IMDb  https://t.co/FHUB1V1fEc
725820446189441026 2016-04-29 04:24:14 +0530 <yousefaalali> I rated Green Room (2015) 1/10  #IMDb  https://t.co/K2uc5zzHw8
725820165028470788 2016-04-29 04:23:07 +0530 <Rossda78> I rated Batman v Superman: Dawn of Justice (2016) 10/10  #IMDb AWESOME  https://t.co/rJ5np3igLe
725815804663582721 2016-04-29 04:05:47 +0530 <hagencon> I rated Mad Max: Fury Road (2015) 9/10  #IMDb  https://t.co/lGOpOlzXtQ
725815051949596674 2016-04-29 04:02:48 +0530 <AbdullahMoaiad> I rated The Hateful Eight (2015) 8/10  #IMDb  https://t.co/ga9n1O20iC
725811573177069569 2016-04-29 03:48:58 +0530 <m13at> I rated Mother's Day (2016) 9/10  #IMDb  https://t.co/0Q2J0pBkcL
725810873231618048 2016-04-29 03:46:11 +0530 <laoisman80> I rated Cybernatural (2014) 3/10  #IMDb simply awful - evil spirits exact revenge online! Gimme a break. #brainstew  https://t.co/mfCFknQtAS
725810313229139968 2016-04-29 03:43:58 +0530 <ReegyWaltz> I rated Legends of Tomorrow: Left Behind (S1.E9) 8/10  #IMDb #NationalSuperheroDay  https://t.co/xTI3hsVg1Y
725809505330667522 2016-04-29 03:40:45 +0530 <ClaireMcIntyr16> I rated The Hunger Games: Mockingjay - Part 1 (2014) 5/10  #IMDb  https://t.co/4pcJJc2ggI
725808046602092544 2016-04-29 03:34:57 +0530 <AzizAAlmasoud> I rated The Scorch Trials (2015) 3/10  #IMDb  https://t.co/QnBwdt8JB9
725807641562337280 2016-04-29 03:33:21 +0530 <haljazzaf> I rated Midnight Special (2016) 6.5/10  #IMDb  https://t.co/Snk65kQK1Q
725807146747727876 2016-04-29 03:31:23 +0530 <halflifefull> I rated A Hologram for the King (2016) 7/10  #IMDb  https://t.co/U4RpSaujSc
725806514414428160 2016-04-29 03:28:52 +0530 <1x_Ghost> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/U2I5BQh0Sb
725803998020673536 2016-04-29 03:18:52 +0530 <gavsouthern> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/BuGbZlxUXx
725803281927278594 2016-04-29 03:16:01 +0530 <pirate_777> I rated The Americans: The Rat (S4.E6) 9/10  #IMDb الوضع نار وشرار 🔥🔥🔥🔥  https://t.co/mJNLs76xg8
725803071691960321 2016-04-29 03:15:11 +0530 <esabdallah1> I rated The 5th Wave (2016) 5/10  #IMDb  https://t.co/Vy2wXg2Ugw
725802753457545216 2016-04-29 03:13:55 +0530 <keremaltayli> I rated The Huntsman: Winter's War (2016) 6/10  #IMDb  https://t.co/YdJgsMYrin
725800618842005505 2016-04-29 03:05:26 +0530 <goodlifessl> I rated Dallas Buyers Club (2013) 9/10  #IMDb  https://t.co/3rQ5eCpA6L
725800605944410113 2016-04-29 03:05:23 +0530 <HK96_13> I rated The Lord of the Rings: The Two Towers (2002) 7/10  #IMDb  https://t.co/6s4IjQPl7D
725796271307497472 2016-04-29 02:48:10 +0530 <wvleest> I rated Demolition (2015) 7/10  #IMDb #lantarenvenster  https://t.co/uaMYdVxwve
725794969110347779 2016-04-29 02:42:59 +0530 <AsmaElqhtani> I rated 21 Grams (2003) 7/10  #IMDb  https://t.co/3hfnkGklnL
725792579376283649 2016-04-29 02:33:30 +0530 <fba7> I rated Steve Jobs (2015) 7/10  #IMDb  https://t.co/BxrSH15809
725791370653372416 2016-04-29 02:28:41 +0530 <Mjeeds> I rated Room (2015) 9/10  #IMDb  https://t.co/30OTkzBwHu
725791095758671872 2016-04-29 02:27:36 +0530 <eng_baomar> I rated Django Unchained (2012) 9/10  #IMDb  شي كبير.   https://t.co/1appGezWK8
725789573859651589 2016-04-29 02:21:33 +0530 <mesh3l95> I rated Joy (2015) 8/10  #IMDb  https://t.co/a52SgeLvQL
725789365725704192 2016-04-29 02:20:43 +0530 <ColinScrowther> I rated Bicentennial Man (1999) 7/10  #IMDb  https://t.co/mYzCBRVVg4
725788343435407361 2016-04-29 02:16:40 +0530 <Unleashed_Event> I rated Firefly (2002–2003) 9/10  #IMDb  https://t.co/Y9PXmVUrGw
725788104527847424 2016-04-29 02:15:43 +0530 <iAbdull1h> I rated Vikings: The Last Ship (S4.E10) 10/10  #IMDb  https://t.co/whDrhWgLI7
725786414227570688 2016-04-29 02:09:00 +0530 <okanbyk> I rated A Hologram for the King (2016) 7/10  #IMDb  https://t.co/9OubJyxyv5
725786143128735744 2016-04-29 02:07:55 +0530 <sulemanalajmi> I rated Kill the Messenger (2014) 10/10  #IMDb #عظيم  https://t.co/VfK8PtJqJn
725784600614674432 2016-04-29 02:01:47 +0530 <fba7> I rated Legend (2015) 7/10  #IMDb  https://t.co/2nwvFohBcV
725784519127797760 2016-04-29 02:01:28 +0530 <imdbmap> I rated Dexter: Beauty and the Beast (S5.E4) 9/10  #IMDb  https://t.co/RYcoDkwUnB
725783967329296384 2016-04-29 01:59:16 +0530 <Unleashed_Event> I rated The Watch (2012) 4/10  #IMDb  https://t.co/hVyHT3xmfQ
725781622507880449 2016-04-29 01:49:57 +0530 <SineFool> A must see! I rated Spotlight (2015) 9/10  #IMDb  https://t.co/kGQrxmhOOV
725779185793437698 2016-04-29 01:40:16 +0530 <iMustafa_M> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/seX0Ii0E6R
725778601128386560 2016-04-29 01:37:57 +0530 <SS11_Mr_Erik> I rated #TheFlash: Back to Normal (S2.E19) 7/10  #IMDb  https://t.co/W4PSvw9UgH
725774933805137920 2016-04-29 01:23:23 +0530 <spectaclum> I rated #GameOfThrones: The Red Woman (S6.E1) 7/10  #IMDb  https://t.co/njFAWGFuLk
725772623326629888 2016-04-29 01:14:12 +0530 <ShreefaSH> I rated The Boy (2016) 9/10  #IMDb  https://t.co/ZxZZkia5tt
725772191363637250 2016-04-29 01:12:29 +0530 <beilees> I rated Kingsman: The Secret Service (2014) 7/10  #IMDb  https://t.co/77ZwD6qxWH
725770726674972673 2016-04-29 01:06:40 +0530 <_3amer_> I rated The Trust (2016) 1/10  #IMDb يمكن هذا اسخف فلم شفته بحياتيي  https://t.co/DpZYmwlmzW
725769586021380096 2016-04-29 01:02:08 +0530 <imdbmap> I rated Stranger Than Fiction (2006) 8/10  #IMDb  https://t.co/hf5V0N2wb2
725767132202565632 2016-04-29 00:52:23 +0530 <MicheleCosty> I rated Lo Hobbit - Un viaggio inaspettato (2012) 7/10  #IMDb  https://t.co/tdvkAzPcgJ
725765205632901120 2016-04-29 00:44:43 +0530 <datakanyildirim> I rated Game of Thrones: The Red Woman (S6.E1) 6/10  #IMDb  https://t.co/U0fturWA49
725760833955987457 2016-04-29 00:27:21 +0530 <ete4ever> I rated The Seven Deadly Sins (2014– ) 7/10  #IMDb #انمي   https://t.co/fxQc6XKTn9
725756891687714816 2016-04-29 00:11:41 +0530 <AzizAAlmasoud> I rated Krampus (2015) 4/10  #IMDb  https://t.co/3uMQSQUwQd
725756319932780548 2016-04-29 00:09:25 +0530 <MhmtDygl> I rated Bastille Day (2016) 5/10  #IMDb  https://t.co/soD4Q4R5vF
725755540131991552 2016-04-29 00:06:19 +0530 <esabdallah1> I rated Sisters (2015) 6/10  #IMDb  https://t.co/Cy9OD4ByQr
