,S_No,user_id,username,tweet,unix_time,title,year,rating
1292,762393,208695778,Xham1309,I rated Modern Family 10/10 ,1389809651,,,
1293,762394,49925299,PiUnusual,I rated The Great Gatsby 8/10 ,1389809513,,,
1294,762395,49925299,PiUnusual,I rated Thor: The Dark World 10/10 ,1389809482,,,
1295,762396,49925299,PiUnusual,I rated World War Z 7/10 ,1389809454,,,
1296,762397,564647963,sdardery,I rated The Hunger Games: Catching Fire 10/10 ,1389809445,,,
1297,762398,264342717,Guavetweet,I rated Kick-Ass 2 7/10 ,1389809009,,,
1298,762399,200905646,ahmedeath,I rated The Shining 8/10 ,1389808801,,,
1299,762400,200905646,ahmedeath,I rated 50 First Dates 4/10 ,1389808679,,,
1300,762401,87673300,vesio2006,I rated Spartacus: Sangue e Areia/Vingança 10/10  http://t.co/D5N0x5D3Ra,1389808641,,,
1301,762402,200905646,ahmedeath,I rated Bedtime Stories 6/10 ,1389808635,,,
1302,762403,87673300,vesio2006,I rated Suits 10/10  http://t.co/SBzTjXB6dO,1389808608,,,
1303,762404,200905646,ahmedeath,I rated Click 5/10 ,1389808607,,,
1304,762405,87673300,vesio2006,I rated Downton Abbey 10/10  http://t.co/fr4wDHSMrj,1389808361,,,
1305,762406,20077038,DrewRit21,I rated Blackfish 3/10  http://t.co/DUOi1AXoa3,1389807592,,,
1306,762407,726648811,Jones94Kyle,I rated Cape Fear 6.5/10,1389807365,,,
1307,762408,1539549174,TheMattFerro,I rated TRON: Legacy 10/10 ,1389806527,,,
1308,762409,21136219,Thetreecanopy,I rated The Pervert's Guide to Cinema 9/10 ,1389806136,,,
1309,762410,33179232,Ibranyan,I rated The Bucket List 8/10 ,1389806136,,,
1310,762411,231426785,Tessvw,I rated The Secret Life of Walter Mitty 6/10  http://t.co/o4so64ha3i,1389805823,,,
1311,762412,869666142,AndyAtpsmc,I rated Scott Pilgrim vs. the World 6/10  http://t.co/2KSeCBjKEw,1389805559,,,
1312,762413,1015528945,diegos1717,I rated Inception 9/10 ,1389805502,,,
1313,762414,289567105,BamThwokTom,I rated Fight Club 7/10 ,1389805485,,,
1314,762415,1015528945,diegos1717,I rated The Wolf of Wall Street 10/10 ,1389805477,,,
1315,762416,2231872910,GamingAndMovies,I rated American Hustle 6/10 ,1389804473,,,
1316,762417,413689715,GstRanda,I rated About Time 8/10 ,1389804307,,,
1317,762418,44440147,_gabritori,I rated American Hustle - L'apparenza inganna 9/10 ,1389804172,,,
1318,762419,1539549174,TheMattFerro,I rated Up in the Air 10/10 ,1389804116,,,
1319,762420,158559900,campsomers,I rated Inside Llewyn Davis 8/10 ,1389803956,,,
1320,762421,904140139,NoufyZadjalia,I rated Escape Plan 8/10 ,1389803723,,,
1321,762422,904140139,NoufyZadjalia,I rated Captain Phillips 9/10 ,1389803705,,,
1322,762423,602131110,_alhanouf1993,I rated The Long Bright Dark 10/10 ,1389802786,,,
1323,762424,272413094,paploma,I rated Prisoners 9/10 ,1389802743,,,
1324,762425,40628724,generalmartin,I rated Puss in Boots 7/10 ,1389802481,,,
1325,762426,259345892,Az_Utd,I rated Escape Plan 6/10 ,1389802076,,,
1326,762427,55279091,hernang87,I rated Blue Jasmine 8/10 ,1389801937,,,
1327,762428,55279091,hernang87,I rated Entre sus manos 6/10 ,1389801906,,,
1328,762429,210297486,dan_barret,I rated Get a Horse! 9/10 ,1389801670,,,
1329,762430,53121037,iancaster,I rated Martha Marcy May Marlene 7/10 ,1389801283,,,
1330,762431,53121037,iancaster,I rated Pride &amp; Prejudice 8/10 ,1389801177,,,
1331,762432,53121037,iancaster,I rated Due Date 7/10 ,1389801079,,,
1332,762433,250711809,nawienrgrth,I rated Lone Survivor 8/10 ,1389800685,,,
1333,762434,158275459,ChaseM3IfYouCan,I rated The Hobbit: The Desolation of Smaug 10/10 ,1389800467,,,
1334,762435,2236916485,shahrs23,"I rated The Good, the Bad and the Ugly 9/10  clint eastwood david beckham",1389800215,,,
1335,762436,158275459,ChaseM3IfYouCan,I rated Lone Survivor 7/10 ,1389800213,,,
1336,762437,492769213,chadiscollins,I rated Short Term 12 10/10 ,1389798941,,,
1337,762438,557050629,s_malonniere,I rated Movie 43 4/10 ,1389798840,,,
1338,762439,26730121,Lukuzz,I rated Last Vegas 4/10 ,1389798765,,,
1339,762440,30824681,MarkBarrieEwing,I rated Analyze That 7/10 ,1389797771,,,
1340,762441,74150037,izzcarrillo,I rated Blue Jasmine 9/10 ,1389796762,,,
1341,762442,407925420,Mo3ath_sh,I rated Rectify (2013 TV series) first season 8.5/10   http://t.co/uwSI7Ip3GA #imdb,1389796532,Rectify,2013 TV series,first season 8.5/10   http://t.co/uwSI7Ip3GA #imdb
1342,762443,336564615,sunners14,"I rated Batman: The Dark Knight Returns, Part 1 9/10 ",1389796391,,,
1343,762444,491309733,suup_jim,I rated The Wolf of Wall Street 10/10 ,1389795755,,,
1344,762445,47763728,jacovalencia,I rated Napoleon Dynamite 8/10 ,1389795272,,,
1345,762446,38817462,MOHIT881923,I rated EuroTrip 6/10 ,1389795132,,,
1346,762447,38817462,MOHIT881923,I rated We Bought a Zoo 7/10 ,1389794755,,,
1347,762448,38972578,ZackeryDaley,I rated Parks and Recreation 8/10 ,1389794311,,,
1348,762449,38972578,ZackeryDaley,I rated The League 9/10 ,1389794281,,,
1349,762450,295030062,laruelandon,I rated Dexter 8/10  http://t.co/9Fkb7d0b52,1389794224,,,
1350,762451,38972578,ZackeryDaley,I rated The Walking Dead 7/10 ,1389794216,,,
1351,762452,295030062,laruelandon,I rated The Killing 7/10  http://t.co/oNCVoHan3g,1389794202,,,
1352,762453,38972578,ZackeryDaley,I rated Game of Thrones 10/10 ,1389794181,,,
1353,762454,38972578,ZackeryDaley,I rated The Hunger Games: Catching Fire 8/10 ,1389794143,,,
1354,762455,295030062,laruelandon,I rated The Wolf of Wall Street 9/10  http://t.co/CdRYdQEfwA,1389794107,,,
1355,762456,38972578,ZackeryDaley,I rated The Hobbit: The Desolation of Smaug 7/10 ,1389794062,,,
1356,762457,257611566,GavEvans81,I rated Carrie 5/10 ,1389793271,,,
1357,762458,244051189,msan_7,I rated Free Birds 7/10 ,1389792128,,,
1358,762459,244051189,msan_7,I rated August: Osage County 6/10 ,1389792110,,,
1359,762460,1938718704,MKAR_22,I rated 12 Years a Slave 10/10 ,1389791528,,,
1360,762461,201868080,pacomunoz81,I rated The Wolf of Wall Street 9/10 ,1389791498,,,
1361,762462,108682150,MarkTheSigue,I rated Cloudy with a Chance of Meatballs 2 5/10 ,1389791415,,,
1362,762463,108682150,MarkTheSigue,I rated Captain Phillips 8/10 ,1389791380,,,
1363,762464,129216569,CanWhiteside,I rated The Ghost Writer (2010) 8/10,1389791206,The Ghost Writer,2010,8/10
1364,762465,322562301,MohdAlsaad_,I rated Gravity 6/10 ,1389790827,,,
1365,762466,322562301,MohdAlsaad_,I rated Delivery Man 5/10 ,1389790804,,,
1366,762467,322562301,MohdAlsaad_,I rated 47 Ronin 6/10 ,1389790751,,,
1367,762468,978702476,DANGITGAVIN,I rated The Legend of Hercules 4/10 ,1389790703,,,
1368,762469,474626712,JohnVelez1969,I rated Top Hat 9/10 ,1389790522,,,
1369,762470,22498484,PavlosGian,I rated The Wolf of Wall Street 8/10 ,1389789802,,,
1370,762471,118041517,JAlsuniher,I rated Rush 10/10 ,1389789476,,,
1371,762472,26888888,saloask,I rated The Wolf of Wall Street 10/10 ,1389788620,,,
1372,762473,190537636,tarikmohd,I rated The Butler 8/10 ,1389788216,,,
1373,762474,24089992,trippin_cat,I rated The Silence of the Lambs 9/10 ,1389787906,,,
1374,762475,557050629,s_malonniere,I rated The Place Beyond the Pines 9/10 ,1389787609,,,
1375,762476,419786352,Gravity__7,I rated Killer Joe 7/10  http://t.co/oUDp8gS7zH,1389786741,,,
1376,762477,1201052780,maysamf_,I rated The Hunger Games: Catching Fire 4/10 ,1389786715,,,
1377,762478,1201052780,maysamf_,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389786684,,,
1378,762479,1201052780,maysamf_,I rated Frozen 9/10 ,1389786670,,,
1379,762480,51747252,Orientama,I rated In a World... (2013) 7/10 ,1389786292,In a World...,2013,7/10 
1380,762481,290242986,kitos20cr,I rated Captain Phillips 9/10 ,1389786062,,,
1381,762482,259583753,spollard92,I rated Lone Survivor 7.5/10 ,1389785549,,,
1382,762483,167240001,captiancold,I rated The Family 9/10 ,1389785343,,,
1383,762484,191113871,DemianLan,I rated Match Point 7/10 ,1389783935,,,
1384,762485,15834041,periclesfilm,I rated Antes del atardecer 8/10 ,1389783922,,,
1385,762486,45953971,quodavid,I rated All Is Lost 6/10 ,1389783853,,,
1386,762487,192546704,AWAlHadlaq,I rated Jackass Presents: Bad Grandpa 5/10 ,1389783565,,,
1387,762488,2194435111,MonsieurCacas,I rated Dallas Buyers Club 8/10 ,1389783520,,,
1388,762489,1523922462,GreatScott_26,I rated Lone Survivor 7/10 ,1389783136,,,
1389,762490,94345916,AguilaDescalza_,I rated The Wolf of Wall Street 10/10 ,1389783038,,,
1390,762491,253803673,tanmanswanson,I rated The Artist 8/10 ,1389782670,,,
1391,762492,624226165,enikolai82,I rated Daria in 'Is It Fall Yet?' 8/10 ,1389782579,,,
1392,762493,58307406,FreestyleTweets,I rated This Must Be the Place 2/10 ,1389782433,,,
1393,762494,1549284674,landon1620251,I rated American Psycho 8/10 ,1389781745,,,
1394,762495,326979450,yiyanxherstory,I rated Lone Survivor 9/10 ,1389780287,,,
1395,762496,23579569,Bronfay142,I rated Anchorman 2: The Legend Continues 7/10 ,1389780269,,,
1396,762497,23579569,Bronfay142,I rated The Hobbit: The Desolation of Smaug 7/10 ,1389780247,,,
1397,762498,23579569,Bronfay142,I rated From Dusk Till Dawn 6/10 ,1389780224,,,
1398,762499,15706444,Shayach,I rated The Avengers 10/10 ,1389780196,,,
1399,762500,424664545,sluggerctm,I rated Broadcast News 8/10  http://t.co/dnbLfLAh4v,1389780008,,,
1400,762501,1975961101,SDrWho,I rated X-Ternally Yours 10/10 ,1389779652,,,
1401,762502,140885322,Angie_stl,I rated Some Men Need Killing 9/10 ,1389779403,,,
1402,762503,75484007,jivarela,I rated Actividad paranormal 7/10 ,1389779006,,,
1403,762504,1579536960,SwamSam,I rated Her 10/10 ,1389779000,,,
1404,762505,65168020,johnnycrash_,I rated The Hobbit: The Desolation of Smaug 9/10 ,1389778773,,,
1405,762506,156675131,lauram_26,I rated The Wolf of Wall Street 6/10 ,1389778379,,,
1406,762507,87673300,vesio2006,I rated Sherlock 10/10  http://t.co/n7yy86IYRl,1389778357,,,
1407,762508,96180197,Scootness,I rated Grosse Pointe Blank 10/10 ,1389778155,,,
1408,762509,96180197,Scootness,I rated Keeping the Faith 10/10 ,1389777985,,,
1409,762510,17237329,gwackr,I rated The Joneses 7/10 ,1389777940,,,
1410,762511,143286836,elpinzi,I rated The Patience Stone 8/10 ,1389777705,,,
1411,762512,1085153702,ChelZBlue,I rated The Last King of Scotland 8/10 ,1389777233,,,
1412,762513,97217421,ahs_andres,I rated Inside Llewyn Davis 8/10 ,1389777159,,,
1413,762514,495511017,baconomaly,I rated Inside Llewyn Davis 8/10 ,1389777080,,,
1414,762515,154697526,dwnsthyellabone,I rated Prisoners 9/10 ,1389777056,,,
1415,762516,518055969,SirCharlesNash,I rated The Family 7/10 ,1389776983,,,
1416,762517,102280792,Piacerebbe,I rated El Lobo de Wall Street 10/10 ,1389776699,,,
1417,762518,45953971,quodavid,I rated August: Osage County 6/10 ,1389776676,,,
1418,762519,328947820,7abibshah,I rated Lone Survivor 9/10 ,1389776636,,,
1419,762520,38392602,salerosa5,I rated O lykos tis Wall Street 8/10 ,1389776621,,,
1420,762521,80467157,jessrod354,I rated Top of the Lake 10/10 ,1389776333,,,
1421,762522,1102614894,jacobal27517399,I rated It's Not You It's Me 10/10 ,1389776318,,,
1422,762523,173629460,Cmdr_SamVimes,I rated The Bridge 9/10 ,1389775939,,,
1423,762524,26959381,NZ_Yaman,I rated Blue Jasmine 8/10 ,1389775825,,,
1424,762525,173629460,Cmdr_SamVimes,Rated #The_Bridge 9/10 ,1389775798,,,
1425,762526,2236916485,shahrs23,I rated American Hustle 7/10 ,1389775757,,,
1426,762527,41470683,willkincaid1,I rated Short Term 12 8/10 ,1389774866,,,
1427,762528,41470683,willkincaid1,I rated The Spectacular Now 8/10 ,1389774855,,,
1428,762529,210297486,dan_barret,I rated Frozen: una aventura congelada 6/10 ,1389774532,,,
1429,762530,93930099,rossgrieco,I rated Lone Survivor 10/10 ,1389774054,,,
1430,762531,356672183,aak112,I rated Magnolia 9/10 ,1389773653,,,
1431,762532,30057431,jovonchy,I rated Paranormal Activity: The Marked Ones 7/10 ,1389773332,,,
1432,762533,38110141,iAmAchmad,I rated The Secret Life of Walter Mitty 8/10 ,1389773035,,,
1433,762534,28645256,yosoyCarlosRD,I rated Carrie 6/10 ,1389772839,,,
1434,762535,26029122,NGeorgiaLife,I rated I'm So Excited! 6/10 ,1389772532,,,
1435,762536,357619318,ToeachHisown1,I rated You're Next 8/10 ,1389772519,,,
1436,762537,225128003,spiritfox10,I rated Carrie 8/10 ,1389772005,,,
1437,762538,143286836,elpinzi,I rated Only God Forgives 8/10 ,1389771688,,,
1438,762539,568572966,nurlansalkhayev,I rated Red X 7/10 ,1389771651,,,
1439,762540,355343188,saraalmulhim,I rated Breathe In 7/10 ,1389770812,,,
1440,762541,355343188,saraalmulhim,I rated Gravity 7/10 ,1389770761,,,
1441,762542,193047223,BallaithB,I rated 12 Years a Slave 9/10 ,1389770159,,,
1442,762543,369811128,superspurs34,I rated Carrie 6/10 ,1389769717,,,
1443,762544,291492398,Sarabeth_am,I rated Upside Down 4/10 ,1389769249,,,
1444,762545,125403089,zrimprimoz,I rated Delivery Man 7/10 ,1389769198,,,
1445,762546,140739269,shekharlog,I rated His Last Vow 10/10 ,1389769152,,,
1446,762547,258534412,arybrtt,I rated The Wolf of Wall Street 10/10 ,1389768867,,,
1447,762548,400806707,7amad12345,I rated Jackass Presents: Bad Grandpa 7/10 ,1389768643,,,
1448,762549,355988858,kamz1994,I rated The Wolf of Wall Street 7/10 ,1389768467,,,
1449,762550,552938518,Andrea_De_Lucia,I rated La grande bellezza 8/10 ,1389768466,,,
1450,762551,1081128709,tubby555,I rated WWE 2k14 10/10  http://t.co/exEvVUMnQZ,1389768211,,,
1451,762552,25812222,Manfonse,I rated Runaway Train 7/10 ,1389768108,,,
1452,762553,19596941,Osharkawy,I rated The Host 5/10 ,1389768092,,,
1453,762554,324470803,Chips_T95,I rated House of Hoarders 9/10 ,1389768047,,,
1454,762555,45596090,meSo30180,I rated August: Osage County 9/10 ,1389767889,,,
1455,762556,16131779,iamleebarry,I rated The Company You Keep 7/10 ,1389767858,,,
1456,762557,27680464,Fahadlaj,I rated Last Vegas 7/10 ,1389767744,,,
1457,762558,233617745,_Isengard,I rated Frozen: Uma Aventura Congelante 8/10 ,1389767379,,,
1458,762559,449266966,KhaledKalache,I rated The Golden Hammer 7/10 ,1389767158,,,
1459,762560,630574445,amylxuise_,I rated Walled In 2/10 ,1389767107,,,
1460,762561,1150966825,NJ2dbz,I rated Paranormal Activity: The Marked Ones 7/10 ,1389766945,,,
1461,762562,52505393,Estudio68,I rated Last Vegas 5/10 ,1389766543,,,
1462,762563,52505393,Estudio68,I rated Charlie Countryman 7/10 ,1389766510,,,
1463,762564,108958279,ChildishJambino,I rated The Wolf of Wall Street 9/10 ,1389766302,,,
1464,762565,235327687,Tony_Flo,I rated The Wolf of Wall Street 8/10 ,1389766067,,,
1465,762566,120649334,ibosoy,I rated 13 Tzameti 7/10  http://t.co/m88cZzlMRm,1389765756,,,
1466,762567,34642072,fattygong,I rated Frozen 7.5/10 ,1389765542,,,
1467,762568,1081128709,tubby555,I rated Don Jon 5/10  http://t.co/JOhVXEZv7j,1389765436,,,
1468,762569,130236733,Pkirky31,I rated The Class of 92 10/10 ,1389765294,,,
1469,762570,89414810,giorgostatsios,I rated Kynigoi kefalon 5/10 ,1389765189,,,
1470,762571,343078240,majidhfc,I rated Gravity 9/10 ,1389765179,,,
1471,762572,206102902,dancy_galaxy,I rated All the Boys Love Mandy Lane 5/10 ,1389764741,,,
1472,762573,324470803,Chips_T95,I rated Sqweegel 8/10 ,1389764547,,,
1473,762574,302153529,darkknight1323,I rated Resident Evil: Extinction 6/10 ,1389764399,,,
1474,762575,302153529,darkknight1323,I rated Resident Evil: Retribution 5/10 ,1389764323,,,
1475,762576,240675859,Uddin83,I rated Disturbia 7/10 ,1389764147,,,
1476,762577,156010992,herolion722,I rated Death Race 7/10 ,1389763612,,,
1477,762578,209774551,gizemgurocak,I rated 13 Tzameti 6/10 ,1389763375,,,
1478,762579,22939318,mixalis_p_,I rated I kleftra ton vivlion 10/10 ,1389763322,,,
1479,762580,24418669,Steviioo,I rated The Lord of the Rings: The Fellowship of the Ring 5/10 ,1389763293,,,
1480,762581,52075588,RohanMM,I rated Boxcar Bertha 7/10 ,1389763147,,,
1481,762582,87673300,vesio2006,I rated O Último Samurai 10/10  http://t.co/Q52GlgGekE,1389763114,,,
1482,762583,171441538,lamayatim,I rated The Wolf of Wall Street 8/10 ,1389763023,,,
1483,762584,576288200,giovaquinteros,I rated Frozen 7/10 ,1389762848,,,
1484,762585,50144059,Moogleface,I rated American Hustle 7/10 ,1389762764,,,
1485,762586,23104141,Modinlivincolor,I rated The Great Gatsby 8/10 ,1389762719,,,
1486,762587,50144059,Moogleface,I rated The Railway Man 8/10 ,1389762709,,,
1487,762588,171160294,giusbarbi,I rated American Hustle - L'apparenza inganna 6/10 ,1389762627,,,
1488,762589,143473531,gvas26,I rated #DallasBuyersClub 7/10 ,1389762380,,,
1489,762590,33476076,BigTimeBones,I rated The Hobbit: The Desolation of Smaug 7/10 ,1389762292,,,
1490,762591,540302147,yalcinoney,I rated Rush 9/10 ,1389761713,,,
1491,762592,17652309,_marcopetrillo_,I rated Solo Dio perdona 4/10 ,1389761550,,,
1492,762593,142752147,paolopolce,I rated The Great Beauty 7/10 ,1389761493,,,
1493,762594,142752147,paolopolce,I rated The Help 8/10 ,1389761448,,,
1494,762595,550958055,AlmaGrof,I rated Rectify 8/10 ,1389761445,,,
1495,762596,1549527223,BernhagenTrevor,I rated Step Brothers 6/10 ,1389761204,,,
1496,762597,83955246,FPLadvice_,I rated Last Vegas 8/10 ,1389761146,,,
1497,762598,63696406,devrim_budak,I rated Hunger 8/10 ,1389761125,,,
1498,762599,63696406,devrim_budak,I rated Elysium 7/10 ,1389760985,,,
1499,762600,162281924,socksforjesus,I rated Blood Oath 8/10 ,1389760906,,,
1500,762601,162281924,socksforjesus,I rated Profit and Loss 7/10 ,1389760889,,,
1501,762602,109301105,MatteoIncollu,I rated Hara-Kiri: Death of a Samurai 9/10 ,1389760732,,,
1502,762603,30625066,MichaelSaouli,I rated Jack Reacher 8/10 ,1389760676,,,
1503,762604,34438457,geektify,I rated The Karate Kid 8/10 ,1389760414,,,
1504,762605,325115256,Sul3tn,I rated Catch Me If You Can 10/10 ,1389760361,,,
1505,762606,25812222,Manfonse,I rated Looper 6/10 ,1389760286,,,
1506,762607,272361109,RhysAT,I rated Olympus Has Fallen 8/10 ,1389760154,,,
1507,762608,68181319,amarinm_,I rated Jazmín Azul 8/10 ,1389760120,,,
1508,762609,34438457,geektify,I rated Married with Children 10/10 ,1389759932,,,
1509,762610,301010963,Ralphyyyyy,I rated Dallas Buyers Club 8/10 ,1389759887,,,
1510,762611,242684495,Eknowlee,I rated The Wolf of Wall Street 8/10 ,1389759886,,,
1511,762612,457819149,RichieHughes3,I rated Riddick (2013) 6.5/10,1389759791,Riddick,2013,6.5/10
1512,762613,630574445,amylxuise_,I rated Scream 4 6/10 ,1389759754,,,
1513,762614,534677033,NiklasMr,I rated Hobbit: Smaugs ödemark 9/10 ,1389759634,,,
1514,762615,68011893,snemdursun,I rated The Insider 9/10 ,1389759628,,,
1515,762616,534677033,NiklasMr,I rated Hobbit: En oväntad resa 8/10 ,1389759609,,,
1516,762617,67288345,RayLatus,I rated The Hunger Games: Catching Fire 9/10 ,1389759520,,,
1517,762618,809829366,PhoenixBlackOps,I rated Siren 1/10 ,1389759488,,,
1518,762619,726648811,Jones94Kyle,I rated Blow 8/10 ,1389759187,,,
1519,762620,256871815,MeshariBaker,I rated Boiler Room 6/10 ,1389759163,,,
1520,762621,51723276,paulmcdowell_,I rated The Secret Life of Walter Mitty 4/10 ,1389758937,,,
1521,762622,392088093,Valkyria9,I rated Min stora kärlek 8/10 ,1389758934,,,
1522,762623,49392395,JoostRosken,I rated White House Down 6/10 ,1389758928,,,
1523,762624,394642111,Pon_PokoPonPon,I rated The Wolf of Wall Street 9/10 ,1389758926,,,
1524,762625,265962794,fromGR2UK,I rated Gravity 7/10 ,1389758878,,,
1525,762626,27723593,Syl_Cooper,I rated Ender's Game 5/10 ,1389758777,,,
1526,762627,464890459,mico67chan,I rated Pacific Rim 8/10 ,1389758651,,,
1527,762628,359353344,joelthoreson,I rated Super 8 7/10 ,1389758611,,,
1528,762629,58753324,dwarf_power,I rated 20 ans d'écart 5/10 ,1389758587,,,
1529,762630,1492915351,Daviec83,I rated Hellraiser III: Hell on Earth 5/10 ,1389758558,,,
1530,762631,2222001835,andy39uk,I rated Detachment 9/10 ,1389758547,,,
1531,762632,395680865,kristianmeller,I rated We're the Millers 7/10 ,1389758522,,,
1532,762633,55793552,Traywright1,I rated The Secret Life of Walter Mitty 4/10 ,1389758311,,,
1533,762634,233688463,Books_Not_Wooks,I rated Reality 7/10 ,1389758222,,,
1534,762635,559495396,MugeKesim,I rated 12 Years a Slave 9/10 ,1389758201,,,
1535,762636,26108436,Droos_tweet,I rated Batman: Arkham Origins 8/10 ,1389758166,,,
1536,762637,15468781,danpwright,I rated American Hustle 8/10 ,1389758110,,,
1537,762638,211561695,Moolan_,I rated Rain Man 10/10 ,1389758092,,,
1538,762639,278917092,abomuhanna,I rated Captain Phillips 9/10 ,1389757942,,,
1539,762640,359353344,joelthoreson,I rated Halloween 5 5/10 ,1389757940,,,
1540,762641,359353344,joelthoreson,I rated Carrie 6/10 ,1389757922,,,
1541,762642,359353344,joelthoreson,I rated Halloween 5 6/10 ,1389757894,,,
1542,762643,337727526,Burak_Kayhan,I rated Moo-seo-woon I-ya-gi 5/10 ,1389757885,,,
1543,762644,36919817,Juynovic,I rated The Wolf of Wall Street 10/10 ,1389757735,,,
1544,762645,578139185,dennisbird79,I rated Inside Job 9/10 ,1389757669,,,
1545,762646,3313111,yakobusan,I rated The Wolf of Wall Street 10/10 ,1389757487,,,
1546,762647,494872075,KreemaNK,I rated 12 Years a Slave 9/10 ,1389757454,,,
1547,762648,107988053,Felixmartinsson,I rated Blue Jasmine 8/10 ,1389757406,,,
1548,762649,257611566,GavEvans81,I rated Triangle 10/10 ,1389757331,,,
1549,762650,763522315,eyeofdroconus,I rated Escape Plan 6/10 ,1389757270,,,
1550,762651,40517404,mattbushby,I rated Olympus Has Fallen 8/10 ,1389757245,,,
1551,762652,128294284,ZombieVlad23,I rated We're the Millers 8/10 ,1389757102,,,
1552,762653,30924607,Pampietje,I rated Ender's Game 6/10 ,1389757064,,,
1553,762654,34387651,TopherSheerin,I rated Her 9/10 ,1389757020,,,
1554,762655,1144625119,innaritu_2306,I rated The Wolf of Wall Street 8/10 ,1389756791,,,
1555,762656,377249170,Rosenkavalier70,I rated Argo 7/10 ,1389756694,,,
1556,762657,326134612,Nawaf_93,I rated Last Vegas 6/10 ,1389756280,,,
1557,762658,304936961,Weley44,I rated Red Tails 8/10 ,1389756154,,,
1558,762659,14426866,kireg,I rated His Last Vow 9/10 ,1389756130,,,
1559,762660,229985772,patrickdconinck,I rated I Give It a Year 6/10 ,1389756095,,,
1560,762661,153533705,PeppermintShore,I rated Gangster Squad 7/10 ,1389755561,,,
1561,762662,248390615,lifter89,I rated Homefront 6/10 ,1389755529,,,
1562,762663,43349934,HYPHYHUNTLEY,I rated Dallas Buyers Club 8/10 ,1389755512,,,
1563,762664,126378509,hellgazer34,I rated Four Lions 8/10 ,1389755436,,,
1564,762665,251583023,Qbal22,I rated #Hobbit : Pustkowie Smauga 9/10 ,1389755417,,,
1565,762666,257611566,GavEvans81,I rated Hatchet III 6/10 ,1389755058,,,
1566,762667,38195794,bigeamo,I rated R.I.P.D. 6/10 ,1389754959,,,
1567,762668,131297428,aybkm,I rated American Hustle 8/10 ,1389754917,,,
1568,762669,585795140,lcEm4n,I rated Don Jon 9/10 ,1389754892,,,
1569,762670,40433907,Szinko,I rated The Newsroom 8/10 ,1389754748,,,
1570,762671,468019322,LabelloJo,I rated The Wolf of Wall Street 8/10 ,1389754446,,,
1571,762672,27800134,Peter_Dickerson,I rated Trouble with the Curve 9/10. The amazing Amy Adams was great as always.   http://t.co/5vbCFKiTBm,1389754194,,,
1572,762673,605569509,CurrymonsterLee,I rated Rise of the Footsoldier 10/10 ,1389754170,,,
1573,762674,256871815,MeshariBaker,I rated Extremely Loud &amp; Incredibly Close 6/10 ,1389754130,,,
1574,762675,196959376,AliAbubakr,I rated American Hustle 9/10 ,1389753884,,,
1575,762676,307774045,Marvelia23,I rated Blue Jasmine 7/10 ,1389753833,,,
1576,762677,108958279,ChildishJambino,I rated Jiro Dreams of Sushi 8/10 ,1389753715,,,
1577,762678,483860668,RaikoBloemers,I rated The Secret Life of Walter Mitty 7/10 ,1389753695,,,
1578,762679,455928115,NBorkamo,I rated Hobbiten: Smaugs ødemark 3/10 ,1389753454,,,
1579,762680,333052592,beckersdieter,I rated The Broken Circle Breakdown 9/10  http://t.co/RBXyM6hcl2,1389753287,,,
1580,762681,239865189,TheRealAP2011,I rated Out of the Furnace 7/10 ,1389753225,,,
1581,762682,157612458,Ozgehek,I rated Blue Jasmine 8/10 ,1389753129,,,
1582,762683,150978150,Hamza_ymcmb,I rated Rush 8/10 ,1389752712,,,
1583,762684,150978150,Hamza_ymcmb,I rated Getaway 6/10 ,1389752687,,,
1584,762685,150978150,Hamza_ymcmb,I rated Riddick 6/10 ,1389752663,,,
1585,762686,45051465,si_mulvaney,I rated Lawless 8/10 ,1389752614,,,
1586,762687,577098353,MrM1__,I rated Blue Jasmine 8/10,1389752592,,,
1587,762688,303140379,VLuyn,I rated Jackass Presents: Bad Grandpa 10/10 ,1389752524,,,
1588,762689,406893591,TheAchilles360,I rated Enchanted 8/10 ,1389752495,,,
1589,762690,19077247,shaunweston,I rated Monsters vs Aliens 7/10 ,1389752442,,,
1590,762691,229985772,patrickdconinck,I rated Dangerous Liaisons 7/10 ,1389752106,,,
1591,762692,24977427,AimeeScott,I rated 12 Years a Slave 7/10 ,1389751976,,,
1592,762693,101753216,factoring_bot,I rated 300 10/10 ,1389751866,,,
1593,762694,349163265,VitalikVas,I rated The Wolf of Wall Street 8/10 ,1389751803,,,
1594,762695,2222001835,andy39uk,I rated American Hustle 7/10 ,1389751699,,,
1595,762696,2222001835,andy39uk,I rated Prisoners 9/10 ,1389751667,,,
1596,762697,2222001835,andy39uk,I rated Tell No One 8/10 ,1389751591,,,
1597,762698,102634104,Hanan90,I rated Dallas Buyers Club 4/10 @sarahalsadiq,1389751501,,,
1598,762699,231363755,merops999,I rated American Hustle 10/10 ,1389751422,,,
1599,762700,181657853,llvlloto,I rated The Wolf of Wall Street 9/10 ,1389751327,,,
1600,762701,18268159,StateMagister,I rated Frozen 8/10 ,1389751233,,,
1601,762702,50836529,jennypenny131,I rated Modern Family 7/10 ,1389750601,,,
1602,762703,118436848,93Abrar_,I rated Cloudy with a Chance of Meatballs 2 9/10 ,1389750525,,,
1603,762704,255027458,mshaban1404,I rated The Legend of Hercules 6/10 ,1389750373,,,
